aarsvaerk;sb.
aarsvis;adj.
aarti;sb.
aartusind;sb.
aartusinde;sb.
aartusindeskifte;sb.
aartusindskifte;sb.
aarvaagen;adj.
aas;sb.
aasted;sb.
aasyn;sb.
ab;praep.
abandonnere;vb.
abandonnering;sb.
abbed;sb.
abbedi;sb.
abbedisse;sb.
ABC;sb.
abc;sb.
abdicere;vb.
abdicering;sb.
abdikation;sb.
abe;sb.
abe;vb.
abefest;sb.
abekat;sb.
abekattestreg;sb.
abemenneske;sb.
aber dabei;sb.
aberration;sb.
abessiner;sb.
Abessinien;prop.
abessinier;sb.
abessinsk;adj.
abetrae;sb.
abkhaser;sb.
Abkhasien;prop.
abkhasisk;adj.
ablativ;sb.
abnorm;adj.
abnormitet;sb.
abonnement;sb.
abonnent;sb.
abonnere;vb.
abonnering;sb.
abonnine;sb.
aborigin;adj.
aboriginal;sb.
aboriginer;sb.
aborre;sb.
abort;sb.
abortere;vb.
abortmodstander;sb.
abracadabra;sb.
abrikos;sb.
abrupt;adj.
ABS-bremser;sb. pl.
abs-bremser;sb. pl.
ABS;sb.
abs;sb.
absces;sb.
abscisse;sb.
abscisseakse;sb.
absence;sb.
absentation;sb.
absentere;vb.
absentering;sb.
absint;sb.
absolut;adj.
absolut;sb.
absolution;sb.
absolutisme;sb.
absolutist;sb.
absolutistisk;adj.
absorbere;vb.
absorbering;sb.
absorption;sb.
abstinens;sb.
abstinenser;sb. pl.
abstinent;adj.
abstract;sb.
abstrahere;vb.
abstrahering;sb.
abstrakt;adj.
abstrakt;sb.
abstraktion;sb.
absurd;adj.
absurdisme;sb.
absurdist;sb.
absurdistisk;adj.
absurditet;sb.
abyssinier;sb.
ac.;fork.
acaibaer;sb.
accelerando;adv.
acceleration;sb.
accelerator;sb.
accelerere;vb.
accent;sb.
accent;sb.
accenttegn;sb.
accentuation;sb.
accentuere;vb.
accentuering;sb.
accept;sb.
acceptabel;adj.
acceptere;vb.
acces;sb.
accession;sb.
accessoires;sb. pl.
accessories;sb. pl.
accessorisk;adj.
acetat;sb.
acetone;sb.
acetyl;sb.
acetylen;sb.
acetylsalicylsyre;sb.
acidofilus;sb.
aconto;adv.
acontobeloeb;sb.
Acorerne;prop.
act.;fork.
action;sb.
actionfilm;sb.
ad gangen;
ad hoc;adv.
ad interim;adv.
ad libitum;adv.
ad notam;adv.
ad;adv.
ad;praep.
ad;praep.
AD;sb.
ad;sb.
adaekvat;adj.
adagio;adv.
adagio;sb.
adamsaeble;sb.
adamskostume;sb.
adaptation;sb.
adapter;sb.
adaptere;vb.
adaption;sb.
adaptiv;adj.
addend;sb.
addere;vb.
addering;sb.
addition;sb.
additiv;adj.
additiv;sb.
adel;sb.
adelig;adj.
adelskab;sb.
adelsmaerke;sb.
adelsmand;sb.
adelstand;sb.
adelsvaelde;sb.
adfaerd;sb.
adfaerdsmoenster;sb.
adfaerdsregulere;vb.
adfaerdsregulering;sb.
adfaerdsterapi;sb.
adfaerdsvanskelig;adj.
adgang;sb.
adgangsbegraense;vb.
adgangsbegraensning;sb.
adgangseksamen;sb.
adgangsgivende;adj.
adgangsproeve;sb.
adhaerence;sb.
adhaerens;sb.
adhaerere;vb.
adhaesion;sb.
adhaesiv;adj.
ADHD;fork.
adhd;fork.
adjektiv;sb.
adjektivisk;adj.
adjoe;udraabsord
adjudant;sb.
adjudantur;sb.
adjungere;vb.
adjunkt;sb.
adjunktur;sb.
adkomst;sb.
adle;vb.
adled;sb.
adling;sb.
adlyde;vb.
adm.;fork.
administration;sb.
administrativ;adj.
administrator;sb.
administrerbar;adj.
administrere;vb.
administrering;sb.
admiral;sb.
admiralitet;sb.
adonis;sb.
adoptant;sb.
adoptere;vb.
adoptering;sb.
adoption;sb.
adoptivbarn;sb.
adr.;fork.
adraet;adj.
adrenalin;sb.
adressat;sb.
adresse;sb.
adressebog;sb.
adressekort;sb.
adresseloes;adj.
adressere;vb.
adressering;sb.
Adriaterhavet;prop.
adskille;vb.
adskillelig;adj.
adskillelse;sb.
adskillig;adj.
adsorbere;vb.
adsorbering;sb.
adsorption;sb.
adspoerge;vb.
adsprede;vb.
adspredelse;sb.
adspredt;adj.
adstadig;adj.
adstringere;vb.
advare;vb.
advarsel;sb.
advarselslampe;sb.
advarselstrekant;sb.
advent;sb.
adventist;sb.
adventsgave;sb.
adventskrans;sb.
adventssoendag;sb.
adventure;sb.
adverbial;sb.
adverbiel;adj.
adverbium;sb.
advis;sb.
advisere;vb.
advisering;sb.
advokat;sb.
advokatfuldmaegtig;sb.
advokatorisk;adj.
advokatsekretaer;sb.
advokatur;sb.
advokatur;sb.
advokatvagt;sb.
advokere;vb.
ae;sb.
ae;sb.
ae;vb.
aeble;sb.
aeblecider;sb.
aebleformet;adj.
aeblejuice;sb.
aeblemos;sb.
aeblemost;sb.
aebleskive;sb.
aebleskrog;sb.
aebleskud;sb.
aede;sb.
aede;vb.
aededolk;sb.
aedel;adj.
aedelgran;sb.
aedelkoral;sb.
aedelmetal;sb.
aedelmodig;adj.
aedelse;sb.
aedelsind;sb.
aedelsindet;adj.
aedelsten;sb.
aedelttaenkende;adj.
aedelyst;sb.
aeder;sb.
aedru;adj.
aedruelig;adj.
aeg;sb.
aeg;sb.
aegaeerhavet;prop.
aegaeisk;adj.
aegcelle;sb.
aegdannet;adj.
aegdonation;sb.
aegdonor;sb.
aegeksport;sb.
aegformet;adj.
aegge;vb.
aeggebaeger;sb.
aeggebakke;sb.
aeggeblomme;sb.
aeggedans;sb.
aeggedeler;sb.
aeggeformet;adj.
aeggegul;adj.
aeggehoved;sb.
aeggehvide;sb.
aeggehvidestof;sb.
aeggekage;sb.
aeggekoger;sb.
aeggeleder;sb.
aeggemad;sb.
aeggemaelk;sb.
aeggepulver;sb.
aeggeskal;sb.
aeggesnaps;sb.
aeggestok;sb.
aeggestokkraeft;sb.
aegide;sb.
aegkant;sb.
aeglaeggende;adj.
aeglaegger;sb.
aeglaegning;sb.
aegloesning;sb.
aegstaal;sb.
aegstilling;sb.
aegte;
aegte;adj.
aegte;vb.
aegtebarn;sb.
aegtefaelle;sb.
aegtefoedt;adj.
aegtefolk;sb. pl.
aegtehustru;sb.
aegtemage;sb.
aegtemand;sb.
aegtepagt;sb.
aegtepar;sb.
aegteseng;sb.
aegteskab;sb.
aegteskabelig;adj.
aegtestand;sb.
aegtevi;vb.
aegtevie;vb.
aegtevielse;sb.
aegteviv;sb.
aegthed;sb.
aegtransplantation;sb.
aegvinkel;sb.
aegypten;prop.
aegypter;sb.
aegyptisk;adj.
aegyptolog;sb.
aegyptologi;sb.
aegyptologisk;adj.
aeh;udraabsord
aekel;adj.
aekelhed;sb.
aekles;vb.
aekvator;sb.
aekvatorial;adj.
aekvatorialguinea;prop.
aekvatorialguineaner;sb.
aekvatorialguineansk;adj.
aekvidistance;sb.
aekvidistant;adj.
aekvilibrisme;sb.
aekvilibrist;sb.
aekvilibristisk;adj.
aekvivalens;sb.
aekvivalent;adj.
aekvivalent;sb.
aekvivalere;vb.
aekvivalering;sb.
aelde;sb.
aelde;vb.
aeldgammel;adj.
aeldning;sb.
aeldningsproces;sb.
aeldre;adj.
aeldrebolig;sb.
aeldrecenter;sb.
aeldrecheck;sb.
aeldreklub;sb.
aeldreomsorg;sb.
aeldrepolitik;sb.
aeldrepolitisk;adj.
aeldrevenlig;adj.
aeldst;adj.
aeldsteraad;sb.
aelling;sb.
aelte;sb.
aelte;vb.
aeltemaskine;sb.
aeltning;sb.
aender;sb.
aendre;vb.
aendring;sb.
aengste;vb.
aengstelig;adj.
aengstelse;sb.
aense;vb.
aeolisk;adj.
aeolsharpe;sb.
aeon;sb.
aer;sb.
aera;sb.
aerbar;adj.
aerboedig;adj.
aere;sb.
aere;vb.
aerefornaermelse;sb.
aerefornaermende;adj.
aerefrygt;sb.
aerefrygtig;adj.
aerefrygtindgydende;adj.
aerefuld;adj.
aerekaer;adj.
aerekraenke;vb.
aerekraenkelse;sb.
aereloes;adj.
aerenpris;sb.
aererig;adj.
aereroerig;adj.
aeresbegreb;sb.
aeresbevisning;sb.
aeresbolig;sb.
aeresborger;sb.
aeresdoktor;sb.
aeresdrab;sb.
aeresfoelelse;sb.
aeresfornaermelse;sb.
aeresfornaermende;adj.
aeresgaest;sb.
aereskaende;vb.
aereskaenderi;sb.
aereskompagni;sb.
aeresmedlem;sb.
aeresoprejsning;sb.
aeresord;sb.
aeresport;sb.
aerespraemie;sb.
aeresrunde;sb.
aeressag;sb.
aeresvagt;sb.
aeresvold;sb.
aergerlig;adj.
aergerrig;adj.
aergerrighed;sb.
aergre;vb.
aergrelse;sb.
aerinde;sb.
aerindekoersel;sb.
aerke-;praefiks
aerkebiskop;sb.
aerkebisp;sb.
aerkedansk;adj.
aerkeengel;sb.
aerkefjols;sb.
aerkehertug;sb.
aerkereaktionaer;adj.
aerlig;adj.
aerme;sb.
aermebraet;sb.
aermegab;sb.
aero-;praefiks
aerob;adj.
aerobic;sb.
aerodynamik;sb.
aerodynamisk;adj.
aeroe;prop.
aeroebo;sb.
aeroesk;adj.
aerogram;sb.
aerologi;sb.
aerosol;sb.
aert;sb.
aertebaelg;sb.
aerteblomst;sb.
aerteblomstret;adj.
aertehalm;sb.
aertesuppe;sb.
aertstor;adj.
aervaerdig;adj.
aervaerdighed;sb.
aesel;sb.
aeselfoel;sb.
aeseloere;sb.
aeselspark;sb.
aeske;sb.
aeskefuld;sb.
aeskulapslange;sb.
aeskulapstav;sb.
aestet;sb.
aesteticisme;sb.
aestetik;sb.
aestetiker;sb.
aestetisere;vb.
aestetisering;sb.
aestetisk;adj.
aet;sb.
aetan;sb.
aetanol;sb.
aeter;sb.
aeterbaaren;adj.
aeterbaaret;adj.
aeterisk;adj.
aetermedie;sb.
aetermedium;sb.
aetiologi;sb.
aetiologisk;adj.
aetling;sb.
aetse;vb.
aetskali;sb.
aetsning;sb.
aettesaga;sb.
aetyl;sb.
aetylalkohol;sb.
aetylen;sb.
aev;udraabsord
aevl;sb.
aevle;vb.
aevred;
af haende;
af sted;
AF;fork.
af;fork.
af;praep.,adv.
afaeske;vb.
afaeskning;sb.
afart;sb.
afasi;sb.
afatiker;sb.
afatisk;adj.
afbage;vb.
afbagning;sb.
afbalancere;vb.
afbalanceret;adj.
afbalancering;sb.
afbarke;vb.
afbarkning;sb.
afbenytte;vb.
afbenyttelse;sb.
afbeskikke;vb.
afbeskikkelse;sb.
afbestille;vb.
afbestilling;sb.
afbestillingsforsikring;sb.
afbetale;vb.
afbetaling;sb.
afbigt;sb.
afbilde;vb.
afbildning;sb.
afbinde;vb.
afbinding;sb.
afblade;vb.
afbladet;adj.
afbladning;sb.
afblaende;vb.
afblaending;sb.
afblaese;vb.
afblaesning;sb.
afblanke;vb.
afblankning;sb.
afblege;vb.
afblegning;sb.
afblomstre;vb.
afblomstring;sb.
afboede;vb.
afboedning;sb.
afboeje;vb.
afboejning;sb.
afbraek;sb.
afbraekke;vb.
afbraekning;sb.
afbraende;vb.
afbraender;sb.
afbraending;sb.
afbremse;vb.
afbremsning;sb.
afbrud;sb.
afbryde;vb.
afbrydelse;sb.
afbryder;sb.
afbrydning;sb.
afbud;sb.
afbureaukratisere;vb.
afbureaukratisering;sb.
afd.;fork.
afdaekke;vb.
afdaekning;sb.
afdaempe;vb.
afdaempet;adj.
afdaempning;sb.
afdampe;vb.
afdampning;sb.
afdanket;adj.
afdansningsbal;sb.
afdeling;sb.
afdelingssygeplejerske;sb.
afdelingsvis;adj.
afdoed;adj.
afdrag;sb.
afdrage;vb.
afdragsfri;adj.
afdragsvis;adj.
afdramatisere;vb.
afdramatisering;sb.
afdrift;sb.
afdrive;vb.
afdrivning;sb.
afdrypning;sb.
afdryppe;vb.
affabel;adj.
affaeldig;adj.
affaerdige;vb.
affaerdigelse;sb.
affaere;sb.
affald;sb.
affaldshaandtering;sb.
affaldskvaern;sb.
affaldsskakt;sb.
affaldsstof;sb.
affarve;vb.
affarvning;sb.
affatte;vb.
affattelse;sb.
affede;vb.
affedning;sb.
affedte;vb.
affedtning;sb.
affeje;vb.
affejning;sb.
affekt;sb.
affektation;sb.
affekteret;adj.
affektion;sb.
affektionsvaerdi;sb.
affektiv;adj.
afficere;vb.
affinde;vb.
affindelsessum;sb.
affinitet;sb.
affirmation;sb.
affirmativ;adj.
affjedre;vb.
affjedring;sb.
afflade;vb.
affladning;sb.
affodre;vb.
affodring;sb.
affoede;vb.
affoedning;sb.
affoere;vb.
affoerelse;sb.
affoerende;adj.
affoering;sb.
affolke;vb.
affolkning;sb.
affordre;vb.
affordring;sb.
affotografere;vb.
affotografering;sb.
affugte;vb.
affugter;sb.
affugtning;sb.
affutage;sb.
affyre;vb.
affyring;sb.
afgaa;vb.
afgang;sb.
afgangseksamen;sb.
afgangshal;sb.
afgangsklasse;sb.
afgangsproeve;sb.
afgasning;sb.
afgasse;vb.
afghaner;sb.
Afghanistan;prop.
afghansk;adj.
afgift;sb.
afgifte;vb.
afgiftning;sb.
afgive;vb.
afgivelse;sb.
afgivning;sb.
afgjort;adj.
afglans;sb.
afglatning;sb.
afglatte;vb.
afglidende;adj.
afgnave;vb.
afgnavning;sb.
afgnide;vb.
afgnidning;sb.
afgoere;vb.
afgoerelse;sb.
afgoerende;adj.
afgraense;vb.
afgraenselig;adj.
afgraensning;sb.
afgraesning;sb.
afgraesse;vb.
afgrate;vb.
afgrave;vb.
afgravning;sb.
afgrene;vb.
afgrening;sb.
afgroede;sb.
afgroefte;vb.
afgroeftning;sb.
afgrund;sb.
afgrundsdyb;adj.
afgud;sb.
afguderi;sb.
afhaende;vb.
afhaendelse;sb.
afhaenge;vb.
afhaengig;adj.
afhaengighed;sb.
afhaengighedsfald;sb.
afhaerde;vb.
afhaerdning;sb.
afhandle;vb.
afhandling;sb.
afhaspe;vb.
afhaspning;sb.
afhente;vb.
afhentning;sb.
afhjaelpe;vb.
afhjaelpning;sb.
afhjemle;vb.
afhjemling;sb.
afhoere;vb.
afhoering;sb.
afhoeste;vb.
afhoestning;sb.
afhoevle;vb.
afhoevling;sb.
afholde;vb.
afholdelse;sb.
afholdende;adj.
afholdenhed;sb.
afholdsbevaegelse;sb.
afholdsforening;sb.
afholdsmand;sb.
afholdt;adj.
afhopning;sb.
afhopper;sb.
afhorne;vb.
afhorning;sb.
afhude;vb.
afhudning;sb.
afhugge;vb.
afhugning;sb.
aficionado;sb.
afideologisere;vb.
afideologisering;sb.
afindustrialisere;vb.
afindustrialisering;sb.
afinstallation;sb.
afinstallere;vb.
afinstallering;sb.
afise;vb.
afisning;sb.
afkald;sb.
afkalke;vb.
afkalkning;sb.
afkast;sb.
afkaste;vb.
afkastning;sb.
afklaede;vb.
afklaedning;sb.
afklapse;vb.
afklapsning;sb.
afklare;vb.
afklaret;adj.
afklaring;sb.
afkoble;vb.
afkobling;sb.
afkode;vb.
afkoder;sb.
afkodning;sb.
afkoele;vb.
afkoeling;sb.
afkoersel;sb.
afkog;sb.
afkoge;vb.
afkogning;sb.
afkolonisere;vb.
afkolonisering;sb.
afkom;sb.
afkorte;vb.
afkortelse;sb.
afkorter;sb.
afkortning;sb.
afkraefte;vb.
afkraeftelse;sb.
afkraeftet;adj.
afkraeve;vb.
afkraevning;sb.
afkriminalisere;vb.
afkriminalisering;sb.
afkristne;vb.
afkristning;sb.
afkrog;sb.
afkrydse;vb.
afkrydsning;sb.
afkviste;vb.
afkvistning;sb.
aflaase;vb.
aflaaselig;adj.
aflaasning;sb.
aflad;sb.
aflade;vb.
afladning;sb.
afladsbrev;sb.
aflaegge;vb.
aflaeggelse;sb.
aflaeggeplads;sb.
aflaegger;sb.
aflaegning;sb.
aflaegs;adj.
aflaere;vb.
aflaering;sb.
aflaese;vb.
aflaeselig;adj.
aflaeser;sb.
aflaesning;sb.
aflaesning;sb.
aflaesse;vb.
aflaesser;sb.
aflagt;adj.
aflang;adj.
aflaste;vb.
aflastning;sb.
aflastningsfamilie;sb.
aflatoksin;sb.
aflede;vb.
afleder;sb.
afledning;sb.
afledningsmanoevre;sb.
afledt;adj.
aflejre;vb.
aflejring;sb.
aflevere;vb.
aflevering;sb.
aflire;vb.
afliring;sb.
aflive;vb.
aflivning;sb.
afloeb;sb.
afloebsroer;sb.
afloenne;vb.
afloenning;sb.
afloese;vb.
afloeser;sb.
afloesning;sb.
afloeve;vb.
afloevning;sb.
aflokke;vb.
aflokkelse;sb.
aflukke;sb.
aflukke;vb.
aflukning;sb.
aflure;vb.
afluring;sb.
afluse;vb.
aflusning;sb.
aflyd;sb.
aflynelig;adj.
aflyse;vb.
aflysning;sb.
aflytning;sb.
aflytte;vb.
afmaale;vb.
afmaaling;sb.
afmaalt;adj.
afmaegtig;adj.
afmaerke;vb.
afmaerkning;sb.
afmagnetisere;vb.
afmagnetisering;sb.
afmagre;vb.
afmagring;sb.
afmagringskur;sb.
afmagt;sb.
afmale;vb.
afmarch;sb.
afmarchere;vb.
afmatning;sb.
afmatte;vb.
afmattelse;sb.
afmeje;vb.
afmejning;sb.
afmelde;vb.
afmeldelse;sb.
afmelding;sb.
afmilitarisere;vb.
afmilitarisering;sb.
afmoenstre;vb.
afmoenstring;sb.
afmontere;vb.
afmontering;sb.
afmystificere;vb.
afmystificering;sb.
afmytologisere;vb.
afmytologisering;sb.
afnakke;vb.
afnakning;sb.
afnationalisere;vb.
afnationalisering;sb.
afnazificere;vb.
afnazificering;sb.
afnoede;vb.
aforisme;sb.
aforistisk;adj.
afpaele;vb.
afpaeling;sb.
afparere;vb.
afparering;sb.
afpasning;sb.
afpasse;vb.
afpatruljere;vb.
afpatruljering;sb.
afpersonalisere;vb.
afpersonalisering;sb.
afpillet;adj.
afplukke;vb.
afplukning;sb.
afpolitisere;vb.
afpolitisering;sb.
afpresning;sb.
afpresse;vb.
afpresser;sb.
afprivatisere;vb.
afprivatisering;sb.
afproeve;vb.
afproevning;sb.
afpropning;sb.
afproppe;vb.
afpuds;sb.
afpudse;vb.
afpudsning;sb.
afrakket;adj.
afrapportere;vb.
afrapportering;sb.
afreagere;vb.
afreagering;sb.
afreaktion;sb.
afredt;adj.
afregistrere;vb.
afregistrering;sb.
afregne;vb.
afregning;sb.
afregulere;vb.
afregulering;sb.
afrejse;sb.
afrejse;vb.
afrejsedato;sb.
afrense;vb.
afrensning;sb.
afretning;sb.
afrette;vb.
afrettelse;sb.
afretter;sb.
afrids;sb.
afridse;vb.
afridsning;sb.
afrigge;vb.
afrigning;sb.
Afrika;prop.
afrikaaner;sb.
afrikaaner;sb.
afrikaans;sb.
afrikaans;sb.
afrikaner;sb.
afrikanisere;vb.
afrikanisering;sb.
afrikansk;adj.
afrime;vb.
afrimning;sb.
afrive;vb.
afrivning;sb.
afroamerikaner;sb.
afroamerikansk;adj.
afroasiatisk;adj.
afrodisiaka;sb.
afrodisiakum;sb.
afroemme;vb.
afroemning;sb.
afrohaar;sb.
afrunde;vb.
afrunding;sb.
afruse;vb.
afrusning;sb.
afruste;vb.
afrustning;sb.
afrydde;vb.
afrydder;sb.
afrydning;sb.
afs.;fork.
afsaebe;vb.
afsaebning;sb.
afsaet;sb.
afsaetning;sb.
afsaette;vb.
afsaettelig;adj.
afsaettelse;sb.
afsats;sb.
afsave;vb.
afsavn;sb.
afse;vb.
afsejle;vb.
afseksualisere;vb.
afsende;vb.
afsendelse;sb.
afsender;sb.
afsides;adj.
afsidesliggende;adj.
afsige;vb.
afsigelse;sb.
afsikre;vb.
afsikring;sb.
afsind;sb.
afsindig;adj.
afsindighed;sb.
afsjaelet;adj.
afskaere;vb.
afskaering;sb.
afskaerme;vb.
afskaermning;sb.
afskaffe;vb.
afskaffelse;sb.
afskalle;vb.
afskallet;adj.
afskalling;sb.
afskalning;sb.
afsked;sb.
afskedige;vb.
afskedigelse;sb.
afskedsbegaering;sb.
afskedsreception;sb.
afskedssalut;sb.
afskedtagen;sb.
afskibe;vb.
afskiber;sb.
afskibning;sb.
afskove;vb.
afskovning;sb.
afskrab;sb.
afskrabe;vb.
afskraber;sb.
afskrabning;sb.
afskraekke;vb.
afskraekkelse;sb.
afskraelning;sb.
afskridte;vb.
afskridtning;sb.
afskrift;sb.
afskrive;vb.
afskrivning;sb.
afskum;sb.
afskumme;vb.
afskumning;sb.
afsky;sb.
afsky;vb.
afskyde;vb.
afskydning;sb.
afskyelig;adj.
afskyelighed;sb.
afskygning;sb.
afskyvaekkende;adj.
afslaa;vb.
afslag;sb.
afslapning;sb.
afslappe;vb.
afslappelse;sb.
afslappet;adj.
afslibe;vb.
afslibning;sb.
afslidt;adj.
afsloere;vb.
afsloering;sb.
afslutning;sb.
afslutningsfest;sb.
afslutningsvis;adj.
afslutte;vb.
afslutter;sb.
afsmag;sb.
afsmelte;vb.
afsmeltning;sb.
afsminke;vb.
afsminkning;sb.
afsmitning;sb.
afsmittende;adj.
afsnit;sb.
afsnoere;vb.
afsnoering;sb.
afsnubbe;vb.
afsnubbet;adj.
afsoege;vb.
afsoegning;sb.
afsondre;vb.
afsondring;sb.
afsone;vb.
afsoner;sb.
afsoning;sb.
afspadsere;vb.
afspadsering;sb.
afspaende;vb.
afspaending;sb.
afspaendingsmiddel;sb.
afspaendingspaedagog;sb.
afspaerre;vb.
afspaerring;sb.
afspalte;vb.
afspaltning;sb.
afspejle;vb.
afspejling;sb.
afspille;vb.
afspiller;sb.
afspilning;sb.
afspise;vb.
afspisning;sb.
afspore;vb.
afsporing;sb.
afspritning;sb.
afspritte;vb.
afstaa;vb.
afstaaelse;sb.
afstamning;sb.
afstand;sb.
afstandsbedoemme;vb.
afstandsmaaler;sb.
afstandtagen;sb.
afstandtagende;adj.
afsted;adv.
afstedkomme;vb.
afstemme;vb.
afstemning;sb.
afstigning;sb.
afstikke;vb.
afstikkende;adj.
afstikker;sb.
afstikning;sb.
afstive;vb.
afstivning;sb.
afstoebe;vb.
afstoebning;sb.
afstoede;vb.
afstoedning;sb.
afstoevning;sb.
afstraffe;vb.
afstraffelse;sb.
afstresning;sb.
afstresse;vb.
afstribe;vb.
afstribning;sb.
afstroemning;sb.
afstumpe;vb.
afstumpet;adj.
afstumpning;sb.
afsvaekke;vb.
afsvaekkelse;sb.
afsvaekning;sb.
afsvaerge;vb.
afsvaergelse;sb.
afsvale;vb.
afsvaling;sb.
afsvide;vb.
afsvidning;sb.
afsvovle;vb.
afsvovling;sb.
afsynge;vb.
afsyngelse;sb.
afsyngning;sb.
afsyre;vb.
afsyring;sb.
aftabuisere;vb.
aftabuisering;sb.
aftaegt;sb.
aftag;sb.
aftage;vb.
aftagelig;adj.
aftagende;adj.
aftager;sb.
aftagning;sb.
aftakle;vb.
aftakling;sb.
aftale;sb.
aftale;vb.
aftalt;adj.
aftapning;sb.
aftappe;vb.
aftegn;sb.
aftegne;vb.
aftegning;sb.
aften;sb.
aftenaaben;adj.
aftenboen;sb.
aftenbrug;sb.
aftenflade;sb.
aftengudstjeneste;sb.
aftenkaffe;sb.
aftenlig;adj.
aftenroede;sb.
aftensang;sb.
aftensbord;sb.
aftenskole;sb.
aftensmaaltid;sb.
aftensmad;sb.
aftensol;sb.
aftenstid;sb.
aftenstjerne;sb.
aftenstund;sb.
aftensvaermer;sb.
